time,lat,lon,elevation,accuracy,bearing,speed
2014-10-27T04:00:49Z,39.651885,-79.964318,0.000000,1890.000000,0.000000,0.000000
2014-10-27T04:01:51Z,39.651885,-79.964318,0.000000,1890.000000,0.000000,0.000000
2014-10-27T04:02:53Z,39.651885,-79.964318,0.000000,1890.000000,0.000000,0.000000
2014-10-27T04:03:54Z,39.651885,-79.964318,0.000000,1890.000000,0.000000,0.000000
2014-10-27T04:04:54Z,39.651885,-79.964318,0.000000,1890.000000,0.000000,0.000000
2014-10-27T04:05:56Z,39.651885,-79.964318,0.000000,1890.000000,0.000000,0.000000
2014-10-27T04:06:57Z,39.651885,-79.964318,0.000000,1890.000000,0.000000,0.000000
2014-10-27T04:07:59Z,39.651885,-79.964318,0.000000,1890.000000,0.000000,0.000000
2014-10-27T04:08:59Z,39.651885,-79.964318,0.000000,1890.000000,0.000000,0.000000
2014-10-27T04:10:03Z,39.651885,-79.964318,0.000000,1890.000000,0.000000,0.000000
2014-10-27T04:11:04Z,39.651885,-79.964318,0.000000,1890.000000,0.000000,0.000000
2014-10-27T04:56:27Z,39.648080,-79.959586,0.000000,1561.000000,0.000000,0.000000
2014-10-27T04:57:28Z,39.648361,-79.962515,0.000000,1561.000000,0.000000,0.000000
2014-10-27T04:58:28Z,39.648361,-79.962515,0.000000,1561.000000,0.000000,0.000000
2014-10-27T04:59:28Z,39.648361,-79.962515,0.000000,1561.000000,0.000000,0.000000
2014-10-27T05:00:29Z,39.648361,-79.962515,0.000000,1561.000000,0.000000,0.000000
2014-10-27T05:01:29Z,39.648361,-79.962515,0.000000,1561.000000,0.000000,0.000000
2014-10-27T05:02:30Z,39.648361,-79.962515,0.000000,1561.000000,0.000000,0.000000
2014-10-27T05:03:30Z,39.648361,-79.962515,0.000000,1561.000000,0.000000,0.000000
2014-10-27T05:04:30Z,39.648361,-79.962515,0.000000,1561.000000,0.000000,0.000000
2014-10-27T05:05:31Z,39.648361,-79.962515,0.000000,1561.000000,0.000000,0.000000
2014-10-27T05:06:34Z,39.648361,-79.962515,0.000000,1561.000000,0.000000,0.000000
2014-10-27T05:07:34Z,39.649536,-79.963116,0.000000,1561.000000,0.000000,0.000000
2014-10-27T05:08:35Z,39.648361,-79.962515,0.000000,1561.000000,0.000000,0.000000
2014-10-27T05:09:36Z,39.648361,-79.962515,0.000000,1561.000000,0.000000,0.000000
2014-10-27T05:10:36Z,39.648361,-79.962515,0.000000,1561.000000,0.000000,0.000000
2014-10-27T05:11:37Z,39.648361,-79.962515,0.000000,1561.000000,0.000000,0.000000
2014-10-27T05:12:37Z,39.648361,-79.962515,0.000000,1561.000000,0.000000,0.000000
2014-10-27T05:13:39Z,39.648361,-79.962515,0.000000,1561.000000,0.000000,0.000000
2014-10-27T05:14:39Z,39.648361,-79.962515,0.000000,1561.000000,0.000000,0.000000
2014-10-27T05:15:40Z,39.648361,-79.962515,0.000000,1561.000000,0.000000,0.000000
2014-10-27T05:16:40Z,39.648361,-79.962515,0.000000,1561.000000,0.000000,0.000000
2014-10-27T05:17:40Z,39.648361,-79.962515,0.000000,1561.000000,0.000000,0.000000
2014-10-27T05:18:40Z,39.648361,-79.962515,0.000000,1561.000000,0.000000,0.000000
2014-10-27T05:19:41Z,39.648361,-79.962515,0.000000,1561.000000,0.000000,0.000000
2014-10-27T05:20:41Z,39.652209,-79.964218,0.000000,1561.000000,0.000000,0.000000
2014-10-27T05:21:42Z,39.649475,-79.960480,326.000000,16.000000,0.000000,0.000000
2014-10-27T05:22:47Z,39.649480,-79.960465,326.000000,7.000000,0.000000,0.000000
2014-10-27T05:23:50Z,39.649478,-79.960451,326.000000,11.000000,0.000000,0.000000
2014-10-27T05:25:23Z,39.649424,-79.960526,333.000000,58.000000,0.000000,0.000000
2014-10-27T05:26:27Z,39.649460,-79.960491,339.000000,28.000000,0.000000,0.000000
2014-10-27T05:27:31Z,39.649511,-79.960058,308.000000,27.000000,0.000000,0.280000
