time,lat,lon,elevation,accuracy,bearing,speed
2014-10-25T17:39:28Z,39.649573,-79.960492,0.000000,34.943001,0.000000,0.000000
2014-10-25T17:40:33Z,39.649506,-79.960526,320.000000,14.000000,0.000000,0.410000
2014-10-25T17:41:37Z,39.649628,-79.960397,351.000000,24.000000,97.400002,1.161077
2014-10-25T17:42:41Z,39.649645,-79.960410,330.000000,13.000000,303.200012,0.550000
2014-10-25T17:43:46Z,39.649598,-79.960355,312.000000,20.000000,303.200012,1.053803
2014-10-25T17:44:50Z,39.649562,-79.960488,0.000000,20.000000,0.000000,0.000000
2014-10-25T17:45:55Z,39.649509,-79.960459,308.000000,17.000000,151.300003,0.802808
2014-10-25T17:46:58Z,39.649738,-79.960653,392.000000,14.000000,151.300003,4.669015
2014-10-25T17:48:02Z,39.649578,-79.960488,0.000000,20.000000,0.000000,0.000000
2014-10-25T17:49:06Z,39.649569,-79.960480,0.000000,20.000000,0.000000,0.000000
2014-10-25T17:50:19Z,39.649589,-79.960498,0.000000,20.000000,0.000000,0.000000
2014-10-25T17:51:24Z,39.649561,-79.960501,0.000000,33.917999,0.000000,0.000000
2014-10-25T17:52:28Z,39.649535,-79.960518,0.000000,20.000000,0.000000,0.000000
2014-10-25T17:53:32Z,39.649586,-79.960498,0.000000,20.000000,0.000000,0.000000
2014-10-25T17:54:34Z,39.649552,-79.960499,0.000000,20.000000,0.000000,0.000000
2014-10-25T17:55:38Z,39.649611,-79.960506,0.000000,35.762001,0.000000,0.000000
2014-10-25T17:56:42Z,39.649560,-79.960504,0.000000,20.000000,0.000000,0.000000
2014-10-25T17:57:51Z,39.649542,-79.960482,0.000000,20.000000,0.000000,0.000000
2014-10-25T17:58:55Z,39.649576,-79.960480,0.000000,20.000000,0.000000,0.000000
2014-10-25T17:59:59Z,39.649552,-79.960504,0.000000,20.000000,0.000000,0.000000
2014-10-25T18:01:03Z,39.649564,-79.960518,0.000000,32.964001,0.000000,0.000000
2014-10-25T18:02:07Z,39.649574,-79.960486,0.000000,20.000000,0.000000,0.000000
2014-10-25T18:03:12Z,39.649612,-79.960484,0.000000,20.000000,0.000000,0.000000
2014-10-25T18:04:16Z,39.649552,-79.960466,0.000000,20.000000,0.000000,0.000000
2014-10-25T18:05:20Z,39.649580,-79.960507,0.000000,34.294998,0.000000,0.000000
2014-10-25T18:06:22Z,39.649603,-79.960532,356.000000,9.000000,59.500000,0.870460
2014-10-25T18:07:27Z,39.649535,-79.960498,325.000000,10.000000,0.000000,0.010000
2014-10-25T18:08:31Z,39.649574,-79.960508,0.000000,33.990002,0.000000,0.000000
2014-10-25T18:09:35Z,39.649570,-79.960530,0.000000,32.395000,0.000000,0.000000
2014-10-25T18:10:41Z,39.649378,-79.960476,306.000000,15.000000,191.100006,2.366770
2014-10-25T18:11:45Z,39.649399,-79.960329,334.000000,11.000000,191.100006,0.253180
2014-10-25T18:12:50Z,39.649421,-79.960647,314.000000,9.000000,50.700001,2.979345
2014-10-25T18:13:54Z,39.649569,-79.960510,0.000000,20.000000,0.000000,0.000000
2014-10-25T18:14:58Z,39.649572,-79.960456,0.000000,20.000000,0.000000,0.000000
2014-10-25T18:16:06Z,39.649582,-79.960500,0.000000,20.000000,0.000000,0.000000
2014-10-25T18:17:10Z,39.649585,-79.960505,0.000000,20.000000,0.000000,0.000000
2014-10-25T18:18:14Z,39.649601,-79.960508,0.000000,35.124001,0.000000,0.000000
2014-10-25T18:19:18Z,39.649583,-79.960468,0.000000,20.000000,0.000000,0.000000
2014-10-25T18:20:22Z,39.649558,-79.960506,0.000000,20.000000,0.000000,0.000000
2014-10-25T18:21:26Z,39.649546,-79.960530,0.000000,31.490999,0.000000,0.000000
2014-10-25T18:22:30Z,39.649580,-79.960486,0.000000,35.662998,0.000000,0.000000
2014-10-25T18:23:34Z,39.649600,-79.960510,0.000000,20.000000,0.000000,0.000000
2014-10-25T18:24:38Z,39.649529,-79.960509,0.000000,32.346001,0.000000,0.000000
2014-10-25T18:25:42Z,39.649569,-79.960508,0.000000,33.780998,0.000000,0.000000
2014-10-25T18:26:46Z,39.649578,-79.960504,0.000000,20.000000,0.000000,0.000000
2014-10-25T18:27:50Z,39.649600,-79.960488,0.000000,20.000000,0.000000,0.000000
2014-10-25T18:28:54Z,39.649556,-79.960459,0.000000,20.000000,0.000000,0.000000
2014-10-25T18:29:54Z,39.649587,-79.960506,0.000000,20.000000,0.000000,0.000000
2014-10-25T18:30:58Z,39.649555,-79.960494,0.000000,20.000000,0.000000,0.000000
2014-10-25T18:32:02Z,39.649551,-79.960505,0.000000,20.000000,0.000000,0.000000
2014-10-25T18:33:06Z,39.649562,-79.960508,0.000000,20.000000,0.000000,0.000000
2014-10-25T18:34:07Z,39.649540,-79.960486,0.000000,20.000000,0.000000,0.000000
2014-10-25T18:35:11Z,39.649543,-79.960496,0.000000,33.653999,0.000000,0.000000
2014-10-25T18:36:15Z,39.649562,-79.960476,0.000000,20.000000,0.000000,0.000000
2014-10-25T18:37:19Z,39.649580,-79.960512,0.000000,33.999001,0.000000,0.000000
2014-10-25T18:38:23Z,39.649538,-79.960504,0.000000,32.967999,0.000000,0.000000
2014-10-25T18:39:27Z,39.649572,-79.960514,0.000000,20.000000,0.000000,0.000000
2014-10-25T18:40:31Z,39.649577,-79.960507,0.000000,34.167000,0.000000,0.000000
2014-10-25T18:41:35Z,39.649558,-79.960484,0.000000,34.983002,0.000000,0.000000
2014-10-25T18:42:39Z,39.649561,-79.960459,0.000000,20.000000,0.000000,0.000000
2014-10-25T18:43:43Z,39.649575,-79.960485,0.000000,35.484001,0.000000,0.000000
2014-10-25T18:44:47Z,39.649594,-79.960503,0.000000,20.000000,0.000000,0.000000
2014-10-25T18:45:51Z,39.649558,-79.960497,0.000000,20.000000,0.000000,0.000000
2014-10-25T18:46:55Z,39.649568,-79.960488,0.000000,20.000000,0.000000,0.000000
2014-10-25T18:47:59Z,39.649570,-79.960511,0.000000,33.654999,0.000000,0.000000
2014-10-25T18:49:04Z,39.649544,-79.960505,0.000000,20.000000,0.000000,0.000000
2014-10-25T18:50:04Z,39.649599,-79.960508,0.000000,35.060001,0.000000,0.000000
2014-10-25T18:51:08Z,39.649549,-79.960512,0.000000,32.772999,0.000000,0.000000
2014-10-25T18:52:12Z,39.649586,-79.960491,0.000000,20.000000,0.000000,0.000000
2014-10-25T18:53:16Z,39.649569,-79.960496,0.000000,20.000000,0.000000,0.000000
2014-10-25T18:54:20Z,39.649548,-79.960495,0.000000,20.000000,0.000000,0.000000
2014-10-25T18:55:24Z,39.649549,-79.960521,0.000000,32.165001,0.000000,0.000000
2014-10-25T18:56:28Z,39.649544,-79.960496,0.000000,33.716999,0.000000,0.000000
2014-10-25T18:57:37Z,39.649590,-79.960509,0.000000,34.594002,0.000000,0.000000
2014-10-25T18:58:42Z,39.649571,-79.960503,0.000000,34.167000,0.000000,0.000000
2014-10-25T18:59:47Z,39.649549,-79.960519,0.000000,32.338001,0.000000,0.000000
2014-10-25T19:00:51Z,39.649272,-79.960336,273.000000,14.000000,162.600006,1.114630
2014-10-25T19:01:55Z,39.649485,-79.960423,292.000000,11.000000,236.399994,1.265622
2014-10-25T19:02:59Z,39.649581,-79.960499,0.000000,34.855000,0.000000,0.000000
2014-10-25T19:04:01Z,39.649558,-79.960699,364.000000,7.000000,258.399994,1.372006
2014-10-25T19:05:03Z,39.649562,-79.960519,0.000000,32.792999,0.000000,0.000000
2014-10-25T19:06:06Z,39.649567,-79.960521,0.000000,32.875000,0.000000,0.000000
2014-10-25T19:07:11Z,39.649562,-79.960501,0.000000,20.000000,0.000000,0.000000
2014-10-25T19:08:15Z,39.649087,-79.960351,329.000000,9.000000,344.500000,2.470405
