time,lat,lon,elevation,accuracy,bearing,speed
2014-11-01T23:47:42Z,39.649578,-79.960501,0.000000,67.109001,0.000000,0.000000
2014-11-01T23:48:42Z,39.649575,-79.960487,0.000000,20.000000,0.000000,0.000000
2014-11-01T23:49:47Z,39.649367,-79.960550,338.000000,7.000000,0.000000,0.000000
2014-11-01T23:50:51Z,39.649439,-79.960551,340.000000,10.000000,0.000000,0.000000
2014-11-01T23:51:51Z,39.649573,-79.960498,0.000000,20.000000,0.000000,0.000000
2014-11-01T23:52:51Z,39.649586,-79.960483,0.000000,20.000000,0.000000,0.000000
2014-11-01T23:53:55Z,39.649576,-79.960506,0.000000,20.000000,0.000000,0.000000
2014-11-01T23:54:59Z,39.649580,-79.960509,0.000000,20.000000,0.000000,0.000000
2014-11-01T23:56:03Z,39.649581,-79.960475,0.000000,20.000000,0.000000,0.000000
2014-11-01T23:57:07Z,39.649585,-79.960457,0.000000,20.000000,0.000000,0.000000
2014-11-01T23:58:11Z,39.649590,-79.960484,0.000000,20.000000,0.000000,0.000000
2014-11-01T23:59:15Z,39.649587,-79.960471,0.000000,20.000000,0.000000,0.000000
2014-11-02T00:00:21Z,39.649576,-79.960480,0.000000,20.000000,0.000000,0.000000
2014-11-02T00:01:25Z,39.649574,-79.960487,0.000000,20.000000,0.000000,0.000000
2014-11-02T00:02:28Z,39.649572,-79.960502,0.000000,20.000000,0.000000,0.000000
2014-11-02T00:03:33Z,39.649574,-79.960500,0.000000,20.000000,0.000000,0.000000
2014-11-02T00:04:37Z,39.649589,-79.960493,341.000000,10.000000,10.100000,0.269258
2014-11-02T00:05:40Z,39.649575,-79.960485,0.000000,20.000000,0.000000,0.000000
2014-11-02T00:06:44Z,39.649571,-79.960498,0.000000,20.000000,0.000000,0.000000
2014-11-02T00:07:48Z,39.649581,-79.960490,0.000000,20.000000,0.000000,0.000000
2014-11-02T00:08:52Z,39.649595,-79.960477,0.000000,20.000000,0.000000,0.000000
2014-11-02T00:09:56Z,39.649584,-79.960502,0.000000,20.000000,0.000000,0.000000
2014-11-02T00:11:01Z,39.649582,-79.960490,0.000000,20.000000,0.000000,0.000000
2014-11-02T00:12:05Z,39.649586,-79.960481,0.000000,20.000000,0.000000,0.000000
2014-11-02T00:13:09Z,39.649581,-79.960496,0.000000,20.000000,0.000000,0.000000
2014-11-02T00:14:13Z,39.649583,-79.960477,0.000000,20.000000,0.000000,0.000000
2014-11-02T00:15:17Z,39.649572,-79.960484,0.000000,20.000000,0.000000,0.000000
2014-11-02T00:16:24Z,39.649579,-79.960480,0.000000,20.000000,0.000000,0.000000
2014-11-02T00:17:28Z,39.649580,-79.960475,0.000000,20.000000,0.000000,0.000000
