time,lat,lon,elevation,accuracy,bearing,speed
2014-10-29T04:00:08Z,39.649560,-79.960535,0.000000,20.000000,0.000000,0.000000
2014-10-29T04:01:11Z,39.649566,-79.960521,0.000000,20.000000,0.000000,0.000000
2014-10-29T04:02:15Z,39.649548,-79.960503,0.000000,20.000000,0.000000,0.000000
2014-10-29T04:03:19Z,39.649580,-79.960511,0.000000,20.000000,0.000000,0.000000
2014-10-29T04:04:23Z,39.649579,-79.960517,0.000000,20.000000,0.000000,0.000000
2014-10-29T04:05:27Z,39.649559,-79.960533,0.000000,20.000000,0.000000,0.000000
2014-10-29T04:06:31Z,39.649553,-79.960538,0.000000,20.000000,0.000000,0.000000
2014-10-29T04:07:32Z,39.649532,-79.960302,302.000000,9.000000,197.899994,5.371350
2014-10-29T04:08:37Z,39.649582,-79.960510,0.000000,20.000000,0.000000,0.000000
2014-10-29T04:09:41Z,39.649565,-79.960507,0.000000,20.000000,0.000000,0.000000
2014-10-29T04:10:41Z,39.649560,-79.960502,0.000000,20.000000,0.000000,0.000000
2014-10-29T04:11:41Z,39.649572,-79.960503,0.000000,20.000000,0.000000,0.000000
2014-10-29T04:12:42Z,39.649562,-79.960523,0.000000,20.000000,0.000000,0.000000
2014-10-29T04:13:42Z,39.649556,-79.960513,0.000000,20.000000,0.000000,0.000000
2014-10-29T04:14:48Z,39.649560,-79.960526,323.000000,11.000000,0.000000,0.060000
2014-10-29T04:15:49Z,39.649591,-79.960501,0.000000,20.000000,0.000000,0.000000
2014-10-29T04:16:52Z,39.649578,-79.960458,0.000000,20.000000,0.000000,0.000000
2014-10-29T04:17:52Z,39.649556,-79.960497,0.000000,20.000000,0.000000,0.000000
2014-10-29T04:18:55Z,39.649526,-79.960606,335.000000,17.000000,0.000000,0.000000
2014-10-29T04:19:59Z,39.649554,-79.960240,292.000000,18.000000,8.200000,0.825651
2014-10-29T04:20:59Z,39.649567,-79.960487,0.000000,20.000000,0.000000,0.000000
2014-10-29T04:21:59Z,39.649569,-79.960461,0.000000,20.000000,0.000000,0.000000
2014-10-29T04:23:04Z,39.649550,-79.960497,0.000000,20.000000,0.000000,0.000000
2014-10-29T04:24:09Z,39.649591,-79.960481,0.000000,20.000000,0.000000,0.000000
2014-10-29T04:25:26Z,39.649570,-79.960473,0.000000,20.000000,0.000000,0.000000
2014-10-29T04:26:26Z,39.649583,-79.960498,0.000000,20.000000,0.000000,0.000000
2014-10-29T04:27:36Z,39.649584,-79.960482,0.000000,20.000000,0.000000,0.000000
2014-10-29T04:28:39Z,39.649564,-79.960498,0.000000,20.000000,0.000000,0.000000
2014-10-29T04:29:44Z,39.649600,-79.960495,0.000000,20.000000,0.000000,0.000000
2014-10-29T04:30:48Z,39.649564,-79.960470,0.000000,20.000000,0.000000,0.000000
2014-10-29T04:31:52Z,39.649577,-79.960486,0.000000,20.000000,0.000000,0.000000
2014-10-29T04:32:55Z,39.649572,-79.960473,0.000000,20.000000,0.000000,0.000000
2014-10-29T04:34:07Z,39.648359,-79.962516,0.000000,1562.000000,0.000000,0.000000
2014-10-29T04:35:07Z,39.648359,-79.962516,0.000000,1562.000000,0.000000,0.000000
