time,lat,lon,elevation,accuracy,bearing,speed
2014-10-29T04:00:48Z,39.645606,-79.960811,0.000000,30.000000,0.000000,0.000000
2014-10-29T04:02:14Z,39.645566,-79.960811,0.000000,30.000000,0.000000,0.000000
2014-10-29T04:03:19Z,39.645583,-79.960808,0.000000,30.000000,0.000000,0.000000
2014-10-29T04:04:24Z,39.645579,-79.960796,0.000000,31.230000,0.000000,0.000000
2014-10-29T04:05:28Z,39.645590,-79.960798,0.000000,32.719002,0.000000,0.000000
2014-10-29T04:06:38Z,39.645590,-79.960826,0.000000,30.000000,0.000000,0.000000
2014-10-29T04:07:48Z,39.645583,-79.960838,0.000000,30.000000,0.000000,0.000000
2014-10-29T04:09:03Z,39.645502,-79.960562,304.899994,36.000000,339.899994,0.707107
2014-10-29T04:10:08Z,39.645609,-79.960820,0.000000,30.000000,0.000000,0.000000
2014-10-29T04:11:13Z,39.645589,-79.960833,0.000000,30.000000,0.000000,0.000000
2014-10-29T04:12:19Z,39.645437,-79.960721,299.500000,23.000000,0.000000,0.000000
2014-10-29T04:13:23Z,39.645609,-79.960719,299.399994,15.000000,81.699997,2.750000
2014-10-29T04:14:27Z,39.645612,-79.960812,0.000000,30.000000,0.000000,0.000000
2014-10-29T04:15:32Z,39.645646,-79.960843,300.500000,76.000000,64.099998,1.750000
2014-10-29T04:16:49Z,39.645581,-79.960836,0.000000,30.000000,0.000000,0.000000
2014-10-29T04:17:54Z,39.645388,-79.960671,311.700012,21.000000,225.399994,2.657537
2014-10-29T04:18:58Z,39.645576,-79.960835,0.000000,30.000000,0.000000,0.000000
2014-10-29T04:20:04Z,39.645574,-79.960804,0.000000,30.000000,0.000000,0.000000
2014-10-29T04:21:08Z,39.645586,-79.960827,0.000000,30.000000,0.000000,0.000000
2014-10-29T04:22:13Z,39.645386,-79.960792,300.799988,26.000000,268.799988,0.500000
2014-10-29T04:23:18Z,39.645608,-79.960824,0.000000,30.000000,0.000000,0.000000
2014-10-29T04:24:23Z,39.645580,-79.960840,0.000000,30.000000,0.000000,0.000000
2014-10-29T04:25:28Z,39.645581,-79.960830,0.000000,30.000000,0.000000,0.000000
2014-10-29T04:26:36Z,39.645381,-79.960695,300.100006,55.000000,0.000000,0.000000
2014-10-29T04:27:48Z,39.645585,-79.960836,0.000000,30.000000,0.000000,0.000000
2014-10-29T04:28:53Z,39.645588,-79.960829,0.000000,30.000000,0.000000,0.000000
2014-10-29T04:29:59Z,39.645283,-79.960662,341.600006,15.000000,354.399994,0.500000
2014-10-29T04:31:05Z,39.645491,-79.960524,304.000000,25.000000,0.000000,0.000000
2014-10-29T04:32:08Z,39.645615,-79.960805,0.000000,30.000000,0.000000,0.000000
2014-10-29T04:33:13Z,39.645569,-79.960800,0.000000,30.000000,0.000000,0.000000
2014-10-29T04:34:19Z,39.645459,-79.960823,301.100006,25.000000,90.199997,1.250000
2014-10-29T04:35:24Z,39.645488,-79.960852,303.000000,20.000000,0.000000,0.000000
2014-10-29T04:36:29Z,39.645499,-79.960862,301.899994,32.000000,0.000000,0.000000
2014-10-29T04:37:32Z,39.645447,-79.960767,310.000000,20.000000,0.000000,0.000000
2014-10-29T04:38:35Z,39.645577,-79.960815,0.000000,30.000000,0.000000,0.000000
2014-10-29T04:39:40Z,39.645453,-79.960772,308.899994,20.000000,0.000000,0.000000
2014-10-29T04:40:48Z,39.645471,-79.960726,316.100006,33.000000,337.200012,2.549510
2014-10-29T04:41:52Z,39.645582,-79.960817,0.000000,30.000000,0.000000,0.000000
2014-10-29T04:42:57Z,39.645588,-79.960803,0.000000,30.000000,0.000000,0.000000
2014-10-29T04:44:08Z,39.645609,-79.960815,0.000000,30.000000,0.000000,0.000000
2014-10-29T04:45:14Z,39.645510,-79.960642,304.799988,59.000000,0.000000,0.000000
2014-10-29T04:46:18Z,39.645506,-79.960694,309.000000,30.000000,0.000000,0.000000
2014-10-29T04:47:21Z,39.645584,-79.960820,0.000000,30.000000,0.000000,0.000000
2014-10-29T04:48:25Z,39.645586,-79.960844,0.000000,30.000000,0.000000,0.000000
2014-10-29T04:49:31Z,39.645492,-79.960676,316.600006,27.000000,0.000000,0.000000
2014-10-29T04:50:34Z,39.645490,-79.960670,315.600006,25.000000,0.000000,0.000000
2014-10-29T04:51:49Z,39.645723,-79.961068,340.299988,16.000000,320.100006,0.901388
2014-10-29T04:53:00Z,39.645595,-79.960557,253.899994,24.000000,102.699997,1.250000
2014-10-29T04:54:06Z,39.645544,-79.960675,256.000000,22.000000,0.000000,0.000000
2014-10-29T04:55:09Z,39.645588,-79.960826,0.000000,30.000000,0.000000,0.000000
2014-10-29T04:56:13Z,39.645594,-79.960807,0.000000,30.000000,0.000000,0.000000
2014-10-29T04:57:18Z,39.645541,-79.960697,264.500000,20.000000,0.000000,0.000000
2014-10-29T04:58:22Z,39.645543,-79.960692,265.000000,43.000000,0.000000,0.000000
2014-10-29T04:59:25Z,39.645580,-79.960813,0.000000,30.000000,0.000000,0.000000
2014-10-29T05:00:31Z,39.645507,-79.960674,286.399994,38.000000,0.000000,0.000000
2014-10-29T05:01:37Z,39.645434,-79.960589,286.299988,56.000000,0.000000,0.000000
2014-10-29T05:02:42Z,39.645430,-79.960591,286.399994,47.000000,0.000000,0.000000
