A31514,39.64554048642,-79.960763711111
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
A1611,39.64541,-79.9610105
A14376,39.635148,-79.9561526
A18753,39.6351557,-79.9563175
A12006,39.6352898,-79.9564848
A15399,39.635136690909,-79.956295018182
A11988,39.6351112,-79.9565524
A14461,39.635162156522,-79.956332556522
A21362,39.6350804,-79.9562416
A29635,39.6352597,-79.9564549
A25664,39.6351096,-79.9562884
A24441,39.635111933333,-79.9562816
A13502,39.635249,-79.9562022
A2335,39.63540245,-79.955935633333
A1132,39.63554825,-79.956169
A31285,39.635510933333,-79.956024533333
A24266,39.635473,-79.9559191
A6203,39.6355394,-79.9561408
A31576,39.6354028,-79.9558926
A1201,39.635473166667,-79.955949166667
A7574,39.63556665,-79.9562649
A32023,39.63556575,-79.956355
A29956,39.635574541667,-79.95642125
A15085,39.635601822222,-79.956074866667
A32034,39.635614166667,-79.956199833333
A21427,39.635584325,-79.956025858333
A23920,39.635652875,-79.956071666667
