A7307,39.645549749225,-79.960800443411
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
A12648,39.6453132,-79.9605782
A27009,39.645197,-79.9603555
A27174,39.645362716667,-79.960552266667
,,
A30311,39.645334777778,-79.960643744444
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
A31764,39.651167208333,-80.004730729167
A7357,40.217422444444,-80.211786666667
A690,40.217333666667,-80.2119548
A4611,40.217460333333,-80.211662583333
A17792,40.217068266667,-80.212058815152
A18361,40.217371,-80.21138
A6142,40.217496333333,-80.211184
A19295,40.683297,-80.10116
A14764,40.685566,-80.1058915
A9845,40.683297,-80.10116
A13834,40.808476,-80.107854
A15995,41.138009913333,-80.158097523333
A17560,41.137903875,-80.1581573125
A13553,41.137707919048,-80.158093214286
A10454,41.137694666667,-80.157977666667
A18263,41.138169958333,-80.157657333333
A4676,41.138002611111,-80.1578295
A12077,41.140999,-80.1568155
A31842,41.141322666667,-80.157136666667
A499,41.141203,-80.1571705
A3760,41.141748186905,-80.15765432619
A4393,41.141929666667,-80.157546833333
A31918,41.141589433333,-80.157892316667
A19023,41.14140375,-80.1576515
A26076,41.139993711111,-80.156916677778
A5861,41.139904551515,-80.156870521212
A13754,41.140066058333,-80.156904975
A15467,41.14020285,-80.157156175
A968,41.1402585,-80.157393
A15457,41.141150722222,-80.158303666667
A29574,41.1410325,-80.158466
A13383,41.1408085,-80.158348
A5236,41.141024,-80.158364
A15773,41.111408,-80.144129
A16914,40.541555,-80.078461
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
