A13066,39.645549749225,-79.960800443411
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
A30587,39.6453132,-79.9605782
A2456,39.645197,-79.9603555
A5617,39.645362716667,-79.960552266667
,,
A30166,39.645334777778,-79.960643744444
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
A4183,39.651167208333,-80.004730729167
A10052,40.217422444444,-80.211786666667
A8237,40.217333666667,-80.2119548
A6498,40.217460333333,-80.211662583333
A23283,40.217068266667,-80.212058815152
A29616,40.217371,-80.21138
A4649,40.217496333333,-80.211184
A27054,40.683297,-80.10116
A13135,40.685566,-80.1058915
A6876,40.683297,-80.10116
A10213,40.808476,-80.107854
A29370,41.138009913333,-80.158097523333
A13675,41.137903875,-80.1581573125
A2248,41.137707919048,-80.158093214286
A23905,41.137694666667,-80.157977666667
A134,41.138169958333,-80.157657333333
A15687,41.138002611111,-80.1578295
A26996,41.140999,-80.1568155
A28317,41.141322666667,-80.157136666667
A7954,41.141203,-80.1571705
A26339,41.141748186905,-80.15765432619
A10464,41.141929666667,-80.157546833333
A22425,41.141589433333,-80.157892316667
A6750,41.14140375,-80.1576515
A3647,41.139993711111,-80.156916677778
A29452,41.139904551515,-80.156870521212
A21589,41.140066058333,-80.156904975
A32362,41.14020285,-80.157156175
A20315,41.1402585,-80.157393
A13304,41.141150722222,-80.158303666667
A24785,41.1410325,-80.158466
A5942,41.1408085,-80.158348
A1591,41.141024,-80.158364
A6052,41.111408,-80.144129
A14605,40.541555,-80.078461
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
