A12769,39.645549749225,-79.960800443411
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
A31494,39.6453132,-79.9605782
A26055,39.645197,-79.9603555
A10228,39.645362716667,-79.960552266667
,,
A2845,39.645334777778,-79.960643744444
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
A16786,39.651167208333,-80.004730729167
A5987,40.217422444444,-80.211786666667
A20320,40.217333666667,-80.2119548
A15385,40.217460333333,-80.211662583333
A25822,40.217068266667,-80.212058815152
A18111,40.217371,-80.21138
A396,40.217496333333,-80.211184
A213,40.683297,-80.10116
A28906,40.685566,-80.1058915
A4059,40.683297,-80.10116
A10872,40.808476,-80.107854
A21841,41.138009913333,-80.158097523333
A12726,41.137903875,-80.1581573125
A20151,41.137707919048,-80.158093214286
A30244,41.137694666667,-80.157977666667
A30093,41.138169958333,-80.157657333333
A13122,41.138002611111,-80.1578295
A8019,41.140999,-80.1568155
A20624,41.141322666667,-80.157136666667
A23945,41.141203,-80.1571705
A16782,41.141748186905,-80.15765432619
A23983,41.141929666667,-80.157546833333
A26044,41.141589433333,-80.157892316667
A18757,41.14140375,-80.1576515
A26778,41.139993711111,-80.156916677778
A9675,41.139904551515,-80.156870521212
A8616,41.140066058333,-80.156904975
A13505,41.14020285,-80.157156175
A29798,41.1402585,-80.157393
A21415,41.141150722222,-80.158303666667
A12372,41.1410325,-80.158466
A23549,41.1408085,-80.158348
A28914,41.141024,-80.158364
A835,41.111408,-80.144129
A32192,40.541555,-80.078461
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
